"identifier","entityName","attributeName","attributeLabel","attributeDefinition","attributeUnit","propertyURI","valueURI","viewURL","query_datetime_utc"
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196602",NA,"Observed average temperature in February of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196603",NA,"Observed average temperature in March of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196604",NA,"Observed average temperature in April of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196605",NA,"Observed average temperature in May of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196606",NA,"Observed average temperature in June of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196607",NA,"Observed average temperature in July of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196608",NA,"Observed average temperature in August of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196609",NA,"Observed average temperature in September of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196610",NA,"Observed average temperature in October of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196611",NA,"Observed average temperature in November of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196612",NA,"Observed average temperature in December of 1966","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196701",NA,"Observed average temperature in January of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196702",NA,"Observed average temperature in February of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196703",NA,"Observed average temperature in March of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196704",NA,"Observed average temperature in April of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196705",NA,"Observed average temperature in May of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196706",NA,"Observed average temperature in June of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196707",NA,"Observed average temperature in July of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196708",NA,"Observed average temperature in August of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196709",NA,"Observed average temperature in September of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196710",NA,"Observed average temperature in October of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196711",NA,"Observed average temperature in November of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196712",NA,"Observed average temperature in December of 1967","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196801",NA,"Observed average temperature in January of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196802",NA,"Observed average temperature in February of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196803",NA,"Observed average temperature in March of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196804",NA,"Observed average temperature in April of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196805",NA,"Observed average temperature in May of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196806",NA,"Observed average temperature in June of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196807",NA,"Observed average temperature in July of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196808",NA,"Observed average temperature in August of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196809",NA,"Observed average temperature in September of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196810",NA,"Observed average temperature in October of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196811",NA,"Observed average temperature in November of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196812",NA,"Observed average temperature in December of 1968","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196901",NA,"Observed average temperature in January of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196902",NA,"Observed average temperature in February of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196903",NA,"Observed average temperature in March of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196904",NA,"Observed average temperature in April of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196905",NA,"Observed average temperature in May of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196906",NA,"Observed average temperature in June of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196907",NA,"Observed average temperature in July of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196908",NA,"Observed average temperature in August of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196909",NA,"Observed average temperature in September of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196910",NA,"Observed average temperature in October of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196911",NA,"Observed average temperature in November of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","196912",NA,"Observed average temperature in December of 1969","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197001",NA,"Observed average temperature in January of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197002",NA,"Observed average temperature in February of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197003",NA,"Observed average temperature in March of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197004",NA,"Observed average temperature in April of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197005",NA,"Observed average temperature in May of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197006",NA,"Observed average temperature in June of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197007",NA,"Observed average temperature in July of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197008",NA,"Observed average temperature in August of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197009",NA,"Observed average temperature in September of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197010",NA,"Observed average temperature in October of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197011",NA,"Observed average temperature in November of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197012",NA,"Observed average temperature in December of 1970","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197101",NA,"Observed average temperature in January of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197102",NA,"Observed average temperature in February of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197103",NA,"Observed average temperature in March of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197104",NA,"Observed average temperature in April of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197105",NA,"Observed average temperature in May of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197106",NA,"Observed average temperature in June of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197107",NA,"Observed average temperature in July of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197108",NA,"Observed average temperature in August of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197109",NA,"Observed average temperature in September of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197110",NA,"Observed average temperature in October of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197111",NA,"Observed average temperature in November of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197112",NA,"Observed average temperature in December of 1971","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197201",NA,"Observed average temperature in January of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197202",NA,"Observed average temperature in February of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197203",NA,"Observed average temperature in March of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197204",NA,"Observed average temperature in April of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197205",NA,"Observed average temperature in May of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197206",NA,"Observed average temperature in June of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197207",NA,"Observed average temperature in July of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197208",NA,"Observed average temperature in August of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197209",NA,"Observed average temperature in September of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197210",NA,"Observed average temperature in October of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197211",NA,"Observed average temperature in November of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197212",NA,"Observed average temperature in December of 1972","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197301",NA,"Observed average temperature in January of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197302",NA,"Observed average temperature in February of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197303",NA,"Observed average temperature in March of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197304",NA,"Observed average temperature in April of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197305",NA,"Observed average temperature in May of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197306",NA,"Observed average temperature in June of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197307",NA,"Observed average temperature in July of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197308",NA,"Observed average temperature in August of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197309",NA,"Observed average temperature in September of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197310",NA,"Observed average temperature in October of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197311",NA,"Observed average temperature in November of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197312",NA,"Observed average temperature in December of 1973","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197401",NA,"Observed average temperature in January of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197402",NA,"Observed average temperature in February of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197403",NA,"Observed average temperature in March of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197404",NA,"Observed average temperature in April of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197405",NA,"Observed average temperature in May of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197406",NA,"Observed average temperature in June of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197407",NA,"Observed average temperature in July of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197408",NA,"Observed average temperature in August of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197409",NA,"Observed average temperature in September of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197410",NA,"Observed average temperature in October of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197411",NA,"Observed average temperature in November of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197412",NA,"Observed average temperature in December of 1974","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197501",NA,"Observed average temperature in January of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197502",NA,"Observed average temperature in February of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197503",NA,"Observed average temperature in March of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197504",NA,"Observed average temperature in April of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197505",NA,"Observed average temperature in May of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197506",NA,"Observed average temperature in June of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197507",NA,"Observed average temperature in July of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197508",NA,"Observed average temperature in August of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197509",NA,"Observed average temperature in September of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197510",NA,"Observed average temperature in October of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197511",NA,"Observed average temperature in November of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197512",NA,"Observed average temperature in December of 1975","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197601",NA,"Observed average temperature in January of 1976","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197602",NA,"Observed average temperature in February of 1976","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197603",NA,"Observed average temperature in March of 1976","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197604",NA,"Observed average temperature in April of 1976","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197605",NA,"Observed average temperature in May of 1976","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197606",NA,"Observed average temperature in June of 1976","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197607",NA,"Observed average temperature in July of 1976","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_hucs_monthly_wide.csv","197608",NA,"Observed average temperature in August of 1976","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
